数据生成时间：2021-01-11 10:30
数据生成条件：
1. 时间范围：20210108至20210110
2. 时间单位：分日
3. 推广设备：计算机，移动设备

日期,账户,推广计划,推广计划ID,展现,点击,消费,点击率,平均点击价格,网页转化,商桥转化
"2021-01-10","奥鹏hljljk-4","第三方软件-bandzip",142866631,7555,1716,411.29,22.71%,0.24,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-foxmail",142866632,7666,309,119.95,4.03%,0.39,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-classin",142866633,1853,514,150.94,27.74%,0.29,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-CAJViewer",142866634,11566,979,382.06,8.46%,0.39,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-cad快速看图",142866635,5410,26,5.88,0.48%,0.23,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-WPS-excel",142866636,193719,4056,1461.08,2.09%,0.36,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-WPS",142866637,52594,2958,1102.56,5.62%,0.37,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-whatsapp",142866638,1141,56,11.96,4.91%,0.21,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-Rar解压软件",142866639,125501,7881,2870.57,6.28%,0.36,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-暴风影音",142866640,11460,231,65.09,2.02%,0.28,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-zoom视频会议",142866641,543,26,5.53,4.79%,0.21,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-WPS-word",142866642,188346,6322,1878.75,3.36%,0.30,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-WPS-PPT",142866643,20012,2147,639.06,10.73%,0.30,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-极品五笔输入法",142866644,13690,1264,630.32,9.23%,0.50,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-极点五笔输入法",142866645,1294,182,64.84,14.06%,0.36,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-火狐浏览器",142866646,4067,12,3.54,0.30%,0.29,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-光影魔术手",142866647,2567,24,5.40,0.93%,0.23,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-网易邮箱大师",142866648,6167,646,160.69,10.48%,0.25,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-万能五笔",142866649,40250,3993,2144.40,9.92%,0.54,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-输入法-搜狗",142866650,59362,657,217.32,1.11%,0.33,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-芒果TV",142866651,1963,40,7.72,2.04%,0.19,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-洋葱教学",142866652,1036,206,46.28,19.88%,0.22,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-逍遥笔手写输入法",142866653,20338,623,178.00,3.06%,0.29,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-微师客户端",142866654,1904,681,127.91,35.77%,0.19,0,0
"2021-01-10","奥鹏hljljk-4","第三方软件-网易云音乐",142866655,167387,3407,1102.16,2.04%,0.32,0,0
"2021-01-10","奥鹏hljljk-4","公司软件-C盘瘦身",142866656,139395,3501,1290.77,2.51%,0.37,0,0
