日期,推广账户,产品线,推广计划,展示次数,点击次数,点击率,总费用,平均每次点击费用
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-樱花,46,4,8.7%,1.2,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-桌面整理,691,30,4.34%,9,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-刺客伍六七,307,18,5.86%,5.4,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸-英雄联盟,2836,195,6.88%,58.56,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,公司软件-高清壁纸5,1609,177,11%,53.05,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-初音未来,3113,156,5.01%,46.8,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-愤怒的小鸟,50,4,8%,1.2,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-科幻,29,4,13.79%,1.2,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-宇宙,92,4,4.35%,1.2,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-时钟,4580,205,4.48%,61.5,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-锁屏壁纸,574,28,4.88%,8.36,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,公司软件-电脑壁纸3,3950,263,6.66%,78.9,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-哈利波特,140,3,2.14%,0.9,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-屏保,4643,273,5.88%,81.75,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-musedash的壁纸,225,27,12%,8.12,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-灵魂莲华,38,3,7.89%,0.9,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-黑岩射手,27,3,11.11%,0.9,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-你的名字,6032,209,3.46%,62.7,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸-美女,3191,214,6.71%,64.15,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-银魂,28,3,10.71%,0.9,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-win壁纸,1354,96,7.09%,29.58,0.31
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-尼尔机械纪元,78,8,10.26%,2.4,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-EVA,93,7,7.53%,2.1,0.3
