日期,推广账户,产品线,推广计划,展示次数,点击次数,点击率,总费用,平均每次点击费用
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-EV录屏,5316,35,0.66%,11.07,0.32
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-金山打字通,19294,1164,6.03%,401.19,0.34
2021-01-10,uwhqai05cg74@163.com,搜索推广,公司软件-C盘瘦身,19114,1127,5.9%,422.74,0.38
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-千牛,7307,360,4.93%,139.34,0.39
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-阿里旺旺,3237,389,12.02%,139.18,0.36
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-photoshopcs6,12386,29,0.23%,10.81,0.37
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-芒果TV,1948,35,1.8%,11.11,0.32
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-微师客户端,2206,228,10.34%,77.72,0.34
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-搜狗输入法,16653,464,2.79%,207.98,0.45
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-FlashPlayer,14643,632,4.32%,232.97,0.37
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-WPS-word,8871,786,8.86%,255.54,0.33
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-驱动精灵,3520,170,4.83%,63.81,0.38
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-极品五笔输入法,5707,376,6.59%,148.69,0.4
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-Rar解压软件,9393,384,4.09%,126.88,0.33
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-WPS-excel,18603,1465,7.88%,502.06,0.34
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-微信,57455,3861,6.72%,1167.33,0.3
2021-01-10,uwhqai05cg74@163.com,搜索推广,公司软件-猎豹免费WIFI,625,24,3.84%,8.54,0.36
