日期,推广账户,产品线,推广计划,展示次数,点击次数,点击率,总费用,平均每次点击费用
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-photoshopcs6,5375,9,0.17%,3.59,0.4
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-QQ影音,2342,8,0.34%,2.45,0.31
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-微师客户端,309,22,7.12%,7.44,0.34
2020-12-30,beihu1142@hbscp.top,搜索推广,公司软件-猎豹免费WIFI,596,42,7.05%,14.76,0.35
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-暴风影音,1066,54,5.07%,17.32,0.32
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-网易云音乐,1675,7,0.42%,2.1,0.3
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-瞩目,338,6,1.78%,1.94,0.32
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-钉钉电脑版,1060,1,0.09%,0.43,0.43
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-EV录屏,921,0,0%,0,0
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-芒果TV,100,2,2%,0.64,0.32
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-whatsapp,35,3,8.57%,0.9,0.3
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-阿里旺旺,321,4,1.25%,1.2,0.3
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-FlashPlayer,4853,64,1.32%,23.37,0.37
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-Rar解压软件,6205,68,1.1%,23.46,0.35
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-WPS-word,9704,406,4.18%,136.62,0.34
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-我的世界,7639,325,4.25%,99.27,0.31
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-金山打字通,8909,379,4.25%,140.3,0.37
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-WPS-excel,17561,636,3.62%,244,0.38
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-WPS,97752,2077,2.12%,995.35,0.48
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-千牛,7736,180,2.33%,76.11,0.42
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-美图秀秀,19965,125,0.63%,51.34,0.41
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-微信,14231,90,0.63%,27.59,0.31
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-QQ,103558,69,0.07%,24.32,0.35
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-万能五笔,3688,68,1.84%,29.35,0.43
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-驱动精灵,7204,84,1.17%,34.87,0.42
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-极品五笔输入法,3647,90,2.47%,41.28,0.46
2020-12-30,beihu1142@hbscp.top,搜索推广,第三方软件-搜狗输入法,41960,2843,6.78%,1486.75,0.52
